Gene stable ID	Gene start (bp)	Gene end (bp)	Transcript stable ID	Transcript start (bp)	Transcript end (bp)	Transcription start site (TSS)	Exon stable ID	Exon region start (bp)	Exon region end (bp)	Exon rank in transcript	cDNA coding start	cDNA coding end	Genomic coding start	Genomic coding end
ENSG00000004948	93424487	93574730	ENST00000359558	93424487	93574730	93574730	ENSE00003651388	93438060	93438126	13	1266	1332	93438060	93438126
ENSG00000004948	93424487	93574730	ENST00000359558	93424487	93574730	93574730	ENSE00003690434	93435952	93436170	14	1333	1551	93435952	93436170
ENSG00000004948	93424487	93574730	ENST00000359558	93424487	93574730	93574730	ENSE00003458862	93434253	93434294	15	1552	1593	93434253	93434294
ENSG00000004948	93424487	93574730	ENST00000359558	93424487	93574730	93574730	ENSE00000705313	93462063	93462110	9	876	923	93462063	93462110
ENSG00000004948	93424487	93574730	ENST00000359558	93424487	93574730	93574730	ENSE00003521303	93495904	93495974	3	301	328	93495904	93495931
ENSG00000004948	93424487	93574730	ENST00000359558	93424487	93574730	93574730	ENSE00003494014	93486931	93487007	4	329	405	93486931	93487007
ENSG00000004948	93424487	93574730	ENST00000359558	93424487	93574730	93574730	ENSE00001370562	93424487	93426589	16	1594	1827	93426356	93426589
ENSG00000004948	93424487	93574730	ENST00000360249	93426310	93487013	93487013	ENSE00000705318	93479354	93479507	2	84	237	93479354	93479507
ENSG00000004948	93424487	93574730	ENST00000360249	93426310	93487013	93487013	ENSE00000434237	93477558	93477668	3	238	348	93477558	93477668
ENSG00000004948	93424487	93574730	ENST00000360249	93426310	93487013	93487013	ENSE00000434238	93472375	93472487	4	349	461	93472375	93472487
ENSG00000004948	93424487	93574730	ENST00000360249	93426310	93487013	93487013	ENSE00003592696	93438210	93438270	9				
ENSG00000004948	93424487	93574730	ENST00000360249	93426310	93487013	93487013	ENSE00003588749	93438060	93438126	10				
ENSG00000004948	93424487	93574730	ENST00000360249	93426310	93487013	93487013	ENSE00003489052	93435952	93436170	11				
ENSG00000004948	93424487	93574730	ENST00000360249	93426310	93487013	93487013	ENSE00003559358	93434253	93434294	12				
ENSG00000004948	93424487	93574730	ENST00000360249	93426310	93487013	93487013	ENSE00003745170	93486931	93487013	1	33	83	93486931	93486981
ENSG00000004948	93424487	93574730	ENST00000360249	93426310	93487013	93487013	ENSE00003721332	93468765	93468806	5	462	503	93468765	93468806
ENSG00000004948	93424487	93574730	ENST00000360249	93426310	93487013	93487013	ENSE00003720684	93468715	93468763	6	504	521	93468746	93468763
ENSG00000004948	93424487	93574730	ENST00000360249	93426310	93487013	93487013	ENSE00003730120	93460821	93460947	7				
ENSG00000004948	93424487	93574730	ENST00000360249	93426310	93487013	93487013	ENSE00003752098	93443604	93443757	8				
ENSG00000004948	93424487	93574730	ENST00000360249	93426310	93487013	93487013	ENSE00003715164	93426310	93426589	13				
